"";"X";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location";"V1RL";"V2RL";"V3RL";"V4RL";"V5RL";"V6RL";"V7RL";"V8RL";"V9RL";"V10RL";"V1S";"V2S";"V3S";"V4S";"V5S";"V6S";"V7S";"V8S";"V9S";"V10S";"V1A";"V2A";"V3A";"V4A";"V5A";"V6A";"V7A";"V8A";"V9A";"V10A";"indexRL";"indexS";"indexA";"age_cohorts";"edufull";"incomefull"
"973";973;2;5;4;5;4;2;2;2;4;3;2;4;4;0;0;0;0;1;0;0;1;NA;0;26;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0,4;0,1;"youth";1;0,478979646194715
"974";974;2;5;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;0;6;4;1;65;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,1;0;"older";6;4
"975";975;1;1;1;2;2;2;2;4;2;4;1;1;2;1;0;0;0;0;2;0;6;NA;1;30;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye";1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0,4;0;"midage";6;2,41326675349549
"976";976;2;2;2;3;3;4;4;2;3;1;1;2;2;0;0;0;0;0;0;0;6;3;0;28;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye";0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0,2;0,5;0,2;"youth";6;3
"977";977;3;4;4;3;3;2;2;2;1;1;1;4;2;0;0;0;0;0;2;0;6;5;0;36;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye";0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0,3;0,3;0,2;"midage";6;5
"978";978;3;4;4;4;4;3;3;4;1;1;3;4;1;0;0;0;0;0;1;0;4;1;0;62;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye";0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0,3;0;0,3;"older";4;1
"979";979;1;1;1;2;2;3;3;2;1;1;2;1;2;0;0;0;0;0;2;1;3;3;1;39;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0,5;0,4;0,1;"midage";3;3
"980";980;2;2;2;3;3;2;2;2;4;1;1;4;4;0;0;0;0;1;1;1;4;3;0;35;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,4;0,1;"midage";4;3
"981";981;2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;0;1;1;0;6;4;0;30;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"midage";6;4
"982";982;2;2;2;2;2;2;2;2;2;1;1;4;1;0;0;0;0;0;0;0;3;4;1;33;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,6;0;"midage";3;4
"983";983;2;2;2;2;2;3;3;4;2;1;1;2;1;0;0;0;0;0;0;0;3;3;1;58;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,3;0,5;0,1;"older";3;3
"984";984;3;5;4;4;4;4;4;3;1;1;1;4;4;0;0;0;0;0;1;0;6;NA;1;43;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0,3;0;0,2;"midage";6;4,67665595615362
"985";985;2;2;2;2;2;2;2;2;2;1;1;4;2;0;0;0;0;0;2;1;3;2;1;34;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye";0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,2;0,7;0;"midage";3;2
"986";986;3;3;3;3;3;4;4;2;1;4;3;3;3;0;0;0;0;0;2;0;4;3;1;38;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0,1;0,1;0,6;"midage";4;3
"987";987;2;2;2;2;2;2;2;4;2;1;1;4;4;0;0;0;NA;NA;2;0;5;4;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,5;0;"youth";5;4
"988";988;1;3;3;1;1;1;1;3;1;1;1;3;1;0;1;1;NA;1;2;1;4;4;1;35;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0,7;0;0,3;"midage";4;4
"989";989;2;3;3;1;1;2;2;1;2;1;1;1;1;0;0;0;NA;1;1;0;NA;4;0;23;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,6;0,3;0,1;"youth";2,97567878755971;4
"990";990;3;3;3;3;3;3;3;2;2;1;2;2;3;0;0;1;NA;1;1;0;1;3;0;48;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0,1;0,4;0,5;"midage";1;3
"991";991;2;3;3;1;1;1;1;2;1;3;1;1;1;0;0;0;NA;NA;0;0;3;5;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0,6;0,2;0,2;"midage";3;5
"992";992;3;3;3;2;2;1;1;3;3;1;3;2;3;0;1;1;NA;1;2;NA;5;NA;1;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0,2;0,2;0,6;"older";5;3,22258126479796
"993";993;2;4;4;3;3;2;2;4;3;NA;4;4;1;0;1;0;NA;0;0;0;NA;3;0;43;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0,1;0,2;0,2;"midage";1,79746912812132;3
"994";994;3;3;3;3;3;3;3;3;3;1;3;2;3;1;0;0;NA;0;2;0;2;4;1;32;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0,1;0,1;0,8;"midage";2;4
"995";995;1;4;4;1;1;3;3;1;1;1;1;1;3;0;0;0;NA;NA;1;0;6;4;1;34;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki";1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0,7;0;0,2;"midage";6;4
"996";996;1;4;4;5;4;2;2;2;1;1;4;1;2;0;0;0;NA;NA;0;0;6;4;1;26;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt";1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0,3;0;"youth";6;4
"997";997;4;1;1;2;2;4;4;1;1;1;2;2;1;0;0;0;NA;NA;NA;1;6;2;1;24;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,5;0,3;0;"youth";6;2
"998";998;2;2;2;3;3;2;2;4;2;1;1;3;1;0;0;0;NA;0;0;0;5;1;0;19;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0,3;0,4;0,2;"youth";5;1
"999";999;1;5;4;3;3;1;1;3;3;1;4;2;2;0;0;0;NA;NA;0;NA;4;1;1;55;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0,3;0,2;0,3;"older";4;1
"1000";1000;1;1;1;1;1;4;4;4;2;1;1;4;1;0;1;0;NA;NA;NA;NA;3;2;1;31;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,1;0;"midage";3;2
"1001";1001;1;4;4;1;1;2;2;2;2;3;3;1;1;0;1;1;NA;NA;0;NA;6;1;1;38;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0,4;0,3;0,2;"midage";6;1
"1002";1002;3;1;1;2;2;1;1;2;1;1;1;1;1;0;0;0;NA;NA;NA;0;6;2;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,7;0,2;0,1;"midage";6;2
"1003";1003;2;1;1;2;2;3;3;2;1;1;1;1;1;0;1;0;NA;NA;NA;1;4;3;1;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,6;0,3;0,1;"midage";4;3
"1004";1004;1;2;2;2;2;2;2;2;1;1;1;1;3;0;0;0;NA;0;NA;0;6;3;0;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,5;0,4;0,1;"midage";6;3
"1005";1005;1;3;3;2;2;4;4;3;2;1;2;2;3;0;1;1;NA;0;NA;0;3;3;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0,2;0,4;0,3;"midage";3;3
"1006";1006;2;3;3;4;4;2;2;3;3;1;2;2;1;0;0;0;NA;NA;0;NA;6;5;0;44;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0,2;0,4;0,3;"midage";6;5
"1007";1007;2;4;4;1;1;3;3;3;2;2;2;3;2;0;1;0;NA;1;2;0;3;5;0;37;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0,1;0,5;0,3;"midage";3;5
"1008";1008;3;4;4;3;3;2;2;2;3;1;1;1;3;0;0;0;NA;1;2;0;6;NA;0;61;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo";0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0,3;0,2;0,4;"older";6;4,22287049447978
"1009";1009;3;3;3;3;3;3;3;3;3;3;1;1;3;0;0;0;NA;NA;0;0;6;2;1;28;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0,2;0;0,8;"youth";6;2
"1010";1010;3;3;3;2;2;3;3;2;3;1;1;2;1;1;1;0;NA;1;0;0;3;3;0;52;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0,3;0,3;0,4;"older";3;3
"1011";1011;4;3;3;2;2;1;1;4;3;1;2;3;2;0;1;0;NA;NA;2;1;6;5;0;29;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt";0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0,2;0,3;0,3;"youth";6;5
"1012";1012;2;3;3;2;2;3;3;4;3;1;2;2;2;0;1;1;NA;0;2;0;4;2;0;27;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi";0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0,1;0,5;0,3;"youth";4;2
"1013";1013;3;1;1;2;2;1;1;2;1;1;2;2;1;0;0;0;NA;NA;NA;0;NA;4;1;19;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya";0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0,5;0,4;0,1;"youth";2,18366216963485;4
"1014";1014;2;3;3;3;3;3;3;3;3;3;3;3;3;0;0;1;NA;0;NA;0;NA;4;0;38;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0,1;0,9;"midage";3,71227318442494;4
"1015";1015;1;3;3;4;4;2;2;2;3;2;2;3;1;0;0;1;NA;NA;0;NA;4;NA;0;49;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0,2;0,4;0,3;"midage";4;3,37647712335028
"1016";1016;4;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA;NA;1;0;6;4;1;20;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya";0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;"youth";6;4
"1017";1017;1;1;1;1;1;1;1;3;1;1;3;2;1;0;0;0;NA;0;1;0;6;NA;0;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0,7;0,1;0,2;"youth";6;2,16918178927335
"1018";1018;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;NA;1;2;1;6;5;0;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"midage";6;5
"1019";1019;4;3;3;2;2;1;1;4;4;1;2;4;4;0;1;1;NA;NA;2;1;5;5;1;NA;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0,2;0,2;0,1;NA;5;5
"1020";1020;2;5;4;1;1;1;1;2;1;1;4;1;1;0;0;0;NA;0;1;0;4;6;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,2;0;"youth";4;6
"1021";1021;2;3;3;1;1;4;4;2;3;1;1;1;3;0;0;0;NA;NA;0;0;NA;4;0;55;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala";0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0,4;0,2;0,3;"older";5,38730412353255;4
"1022";1022;3;5;4;5;4;2;2;2;2;2;1;2;2;0;0;0;NA;1;1;0;6;4;0;28;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu";0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0,1;0,6;0,1;"youth";6;4
"1023";1023;2;1;1;3;3;2;2;1;1;1;1;3;1;1;1;1;NA;NA;1;1;3;1;1;24;0;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya";0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0,6;0,2;0,2;"youth";3;1
"1024";1024;3;1;1;2;2;1;1;1;2;1;1;1;2;0;0;0;NA;1;2;0;6;4;0;25;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,6;0,3;0,1;"youth";6;4
"1025";1025;2;5;4;3;3;2;2;2;1;1;3;2;2;0;0;0;NA;1;2;1;5;3;0;20;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0,2;0,5;0,2;"youth";5;3
"1026";1026;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;NA;2;1;NA;NA;0;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";5,89906094663276;4,09656959919546
"1027";1027;4;3;3;1;1;4;4;1;3;1;3;3;2;0;0;0;NA;NA;NA;NA;0;4;0;47;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0,3;0,1;0,4;"midage";0;4
"1028";1028;2;2;2;2;2;3;3;2;2;1;1;2;1;0;0;0;NA;1;2;0;4;4;0;25;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,3;0,6;0,1;"youth";4;4
"1029";1029;2;3;3;3;3;2;2;2;2;1;1;3;2;1;0;0;NA;1;1;0;3;3;0;26;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0,2;0,5;0,3;"youth";3;3
"1030";1030;2;1;1;4;4;1;1;2;1;1;4;1;1;0;0;0;NA;1;1;1;NA;3;1;20;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,2;0;"youth";6,67496090208164;3
"1031";1031;2;1;1;3;3;1;1;2;1;1;3;2;1;0;0;0;NA;NA;0;0;NA;3;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0,5;0,3;0,2;"youth";4,80093125864471;3
"1032";1032;2;1;1;2;2;2;2;2;2;2;1;2;2;1;0;1;NA;NA;0;NA;NA;NA;1;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0,2;0,8;0;"youth";5,88656274437257;2,7245975697551
"1033";1033;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;NA;0;0;0;NA;5;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";4,03298757178871;5
"1034";1034;1;3;3;2;2;2;2;3;2;1;2;2;1;0;0;0;NA;NA;NA;NA;5;NA;1;28;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0,3;0,5;0,2;"youth";5;3,23266681456929
"1035";1035;3;3;3;1;1;1;1;2;1;1;3;1;1;0;1;1;NA;1;2;0;6;5;1;50;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0,6;0,1;0,3;"older";6;5
"1036";1036;2;2;2;1;1;2;2;2;2;1;1;2;2;0;0;0;NA;0;NA;0;6;5;0;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,3;0,7;0;"midage";6;5
"1037";1037;3;2;2;2;2;2;2;2;2;1;2;2;3;0;0;0;NA;NA;2;0;4;3;0;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0,1;0,7;0,2;"older";4;3
"1038";1038;2;2;2;2;2;2;2;3;2;1;2;2;3;0;0;0;NA;1;2;0;6;3;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0,1;0,7;0,2;"midage";6;3
"1039";1039;3;2;2;1;1;2;2;2;1;1;2;2;2;0;0;0;NA;NA;2;0;4;3;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0,3;0,6;0,1;"midage";4;3
"1040";1040;2;3;3;3;3;2;2;2;2;1;1;2;2;0;1;1;NA;NA;1;0;4;5;0;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0,2;0,6;0,2;"midage";4;5
"1041";1041;2;3;3;2;2;2;2;2;1;1;1;1;2;0;0;0;NA;1;2;0;6;3;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,4;0,5;0,1;"youth";6;3
"1042";1042;3;3;3;3;3;2;2;3;1;1;1;3;3;0;0;1;NA;NA;0;0;3;NA;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0,3;0,1;0,6;"youth";3;4,51135922928638
"1043";1043;2;5;4;2;2;2;2;2;2;1;2;2;2;0;0;0;NA;NA;1;0;3;3;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,8;0;"youth";3;3
"1044";1044;2;2;2;1;1;2;2;1;2;2;1;3;1;0;0;0;NA;NA;2;0;NA;3;0;23;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk";0;0;1;0;1;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0,4;0,5;0,1;"youth";5,5868336414265;3
"1045";1045;3;5;4;3;3;1;1;2;2;1;3;1;1;0;0;0;NA;1;2;1;NA;6;1;28;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk";0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0,4;0,2;0,3;"youth";6,8057927240633;6
"1046";1046;2;2;2;2;2;2;2;2;2;1;1;1;1;0;0;0;NA;0;1;1;NA;5;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;"youth";3,19730881927767;5
